Prediction,ID
0.11575853495595617,1
0.47214036216377125,2
0.3557061798525632,3
0.280816992184089,4
0.16858875754372285,5
0.02496711430944126,6
0.09083951498612915,7
0.25104410755286066,8
0.7386155139511373,9
0.39882220947504116,10
0.0912300399229502,11
0.34189013758783376,12
0.41980752793014203,13
0.4815115039655874,14
0.057231216307340925,15
0.6953635265588973,16
0.4406055645716379,17
0.149256469504501,18
0.39124581902839045,19
0.07336950960178427,20
0.4381979225216634,21
0.05202099556803106,22
0.5240588549628187,23
0.5121467700747747,24
0.09924750762273325,25
0.8091093263122432,26
0.4910144270998055,27
0.0730948347718769,28
0.29119537355721703,29
0.22876481592875975,30
0.0470272371315665,31
0.040434992654042656,32
0.026791734980580465,33
0.016833653219043784,34
0.30117049919613054,35
0.1698188199923207,36
0.057698721487020786,37
0.13481307236934478,38
0.41946577648726263,39
0.4851115957803622,40
0.45134960611626923,41
0.27113830291048346,42
0.6189883933725994,43
0.28346677055141284,44
0.05397953664876972,45
0.16520114607116965,46
0.12467363534254781,47
0.485370168204143,48
0.30151537036927456,49
0.5793371850909766,50
0.34779176365551295,51
0.13230439969357838,52
0.13592774022981216,53
0.3020570463839904,54
0.8706393260201,55
0.005536919926625182,56
0.14178252917679773,57
0.45116544285459237,58
0.2570796129784814,59
0.4883720144707063,60
0.21159411140458928,61
0.6697222871490861,62
0.19992110657598705,63
0.15659259727280445,64
0.0071285248379009064,65
0.09842000344263493,66
0.966966885062046,67
0.2949863931598047,68
0.005460510073562765,69
0.009869210202433058,70
0.2869716275941191,71
0.35988196166355085,72
0.012452065471745693,73
0.4279320050571081,74
0.6191195742334487,75
0.13332469411587783,76
0.05786518403792638,77
0.06213326000280273,78
0.49048403858706185,79
0.20832008775174174,80
0.203270857999792,81
0.02793030810941445,82
0.1603650354238316,83
0.012470973500560707,84
0.2153551532516578,85
0.8458093502441012,86
0.45311836761208213,87
0.04667470266854563,88
0.42731725264859605,89
0.46891674063233785,90
0.5589693513016165,91
0.7133001512278258,92
0.43763543606476807,93
0.037341060875309945,94
0.25797322717553867,95
0.4869079744605393,96
0.10038919059614416,97
0.15461076042223612,98
0.27148935778110383,99
0.2997061182705482,100
0.3864666138345114,101
0.1255494464904421,102
0.3746209951103208,103
0.46608927864416894,104
0.49345091227558824,105
0.008386820427461547,106
0.2981228070243998,107
0.03602328531440667,108
0.19616859776748066,109
0.40994183469012,110
0.10826370521512314,111
0.12213883572213809,112
0.05207919333756599,113
0.12274992705501468,114
0.18175440947221572,115
0.0019312835709381795,116
0.00091747735880792,117
0.008962959987197339,118
0.3520864002569035,119
0.2499126530843522,120
0.5148842597516861,121
0.16307227572015726,122
0.41071164128531895,123
0.4975235254432882,124
0.778929419029518,125
0.3572708309369758,126
0.4311610906730972,127
0.36750865611108063,128
0.3913751700688905,129
0.23163978631458498,130
0.24935764979680844,131
0.6520294963834828,132
0.2492654318232868,133
0.6155563608019382,134
0.4732292421776444,135
0.11173087532634472,136
0.023974545992583227,137
0.10458229480249152,138
0.4407798622150444,139
0.04890279545707394,140
0.23425638761851,141
0.3848933248581172,142
0.006530194829781387,143
0.4863400571215789,144
0.19289442805133594,145
0.3788515934861813,146
0.37130237486082773,147
0.1297502940224887,148
0.5450645155848727,149
0.3079911037925268,150
0.26096112786845593,151
0.7978588771448649,152
0.15214743517067608,153
0.1216034502543367,154
0.2895925245293211,155
0.5283582738745516,156
0.31951693771147266,157
0.009231111130426607,158
0.028645704109938726,159
0.4264746918355848,160
0.9918640102716189,161
0.40663352733230507,162
0.04179664756680763,163
0.0800105809777897,164
0.18982545607707624,165
0.2947940853991924,166
0.24075300152175208,167
0.3522565766809956,168
0.4483535185607924,169
0.21682169104153076,170
0.9423181427232699,171
0.03371596776607066,172
0.21846742014137147,173
0.04529024477453231,174
0.030101003894348468,175
0.021015267257421158,176
0.0046530171329467775,177
0.4474793953658117,178
0.4073488960992494,179
0.2020189801053557,180
0.36871808495318525,181
0.4583870744002856,182
0.3191362472090655,183
0.1610695811381467,184
0.01884750101935768,185
0.02159254921448913,186
0.10485736192177561,187
0.001109371234696937,188
0.2899259534314513,189
0.03296413899886401,190
0.12166841636155719,191
0.49980865016110343,192
0.09216887807748562,193
0.06456101862509492,194
0.3994345171212946,195
0.2973745927031067,196
0.370391617276588,197
0.03241614794836239,198
0.3105990763044505,199
0.319854242504142,200
0.3761071037419661,201
0.20676767656364817,202
0.017035070509552077,203
0.015032850786351182,204
0.38488108977199315,205
0.2811075673776626,206
0.42870769675441667,207
0.47565433856338535,208
0.471874604443923,209
0.03252275399954097,210
0.04140150822248061,211
0.4715565758241645,212
0.015821343249697035,213
0.2617220342316042,214
0.08885473005366373,215
0.5656615516811078,216
0.10946049457835974,217
0.291811179310208,218
0.019565656368761557,219
0.7742786499286665,220
0.40402136934737304,221
0.010998679377606974,222
0.12418577519926496,223
0.9561566003483346,224
0.26517875521877043,225
0.022417888116306083,226
0.027188661973201026,227
0.37675168516709756,228
0.030298806509505026,229
0.25345130283050865,230
0.5404986625732751,231
0.14136502007402235,232
0.43661850332470237,233
0.38281058541170904,234
0.3937293249607881,235
0.4352883138566869,236
0.2660563114179266,237
0.4286203941211636,238
0.008871031220388908,239
0.4744916310175219,240
0.30904884869316024,241
0.4017655042304278,242
0.31709378888639733,243
0.18348963459264722,244
0.07432247863703614,245
0.6526334250297705,246
0.3224719437739098,247
0.6305795606301259,248
0.30158921643316394,249
0.41316320171801396,250
0.20318386251735976,251
0.23577213748665793,252
0.0043729799558446525,253
0.018298880499680027,254
0.18388071394843872,255
0.048178833552681356,256
0.44375757052132186,257
0.7215349399981554,258
0.47189209749259975,259
0.017616585455764285,260
0.47074704736339956,261
0.2278330885655297,262
0.016408142148504366,263
0.5496873942281597,264
0.2946736355023232,265
0.1334104753362997,266
0.0024235981422394077,267
0.5735793680734872,268
0.1308606730728415,269
0.00986232003230454,270
0.5190986736240882,271
0.24940305141043498,272
0.08872313063766378,273
0.07967772409472726,274
0.40868232875675287,275
0.45484210550176185,276
0.4906709368335807,277
0.2040017711195756,278
0.4521122052919136,279
0.169899740034763,280
0.9420288090320884,281
0.21137760772315553,282
0.11086882840926957,283
0.47519886522074917,284
